org8code_year,Yr,org4code,org8code,DistName,4 Year Cohort Total,4 Year Graduation Percent,5 Year Cohort Total,5 Year Graduation Percent,Mass Core Completion Count,Mass Core Completion Percent,Chronic Absence Count,Chronic Absence Percent,College Enrollment Count,College Persistence Count,College Enrollment Percent,College Persistence Percent,Out of School Suspension Count,Out of School Suspension Percent,Passed All 9th Grade Courses Count,Passed All 9th Grade Courses Percent,Enrolled in AP/IB Course Count,Enrolled in AP/IB Course Percent
01510000_2013,2013,151,1510000,Leicester,133,88.7,133,88.7,115,100,494,14.6,115,115,76.52173913,64.34782609,481,6.7,116,75.9,232,40
01510000_2014,2014,151,1510000,Leicester,124,91.9,124,91.9,117,100,465,12.5,117,117,72.64957265,64.95726496,456,7.2,109,68.8,219,46
01510000_2015,2015,151,1510000,Leicester,116,88.8,116,88.8,102,99,444,14.9,103,103,78.6407767,65.04854369,446,3.8,115,71.3,214,45
01510000_2016,2016,151,1510000,Leicester,116,85.3,Null,Null,102,100,443,8.8,Null,Null,Null,Null,444,1.6,108,75.9,209,39
01520000_2011,2011,152,1520000,Lenox,66,95.5,66,97,Null,Null,Null,Null,63,63,76.19047619,65.07936508,Null,Null,Null,Null,Null,Null
01520000_2012,2012,152,1520000,Lenox,69,89.9,69,94.2,63,100,277,18.4,63,63,79.36507937,73.01587302,Null,Null,64,95.3,140,29
01520000_2013,2013,152,1520000,Lenox,70,91.4,70,91.4,49,74.2,256,18.4,66,66,78.78787879,68.18181818,258,3.1,49,93.9,140,30
01520000_2014,2014,152,1520000,Lenox,67,100,67,100,52,76.5,242,14.5,68,68,80.88235294,77.94117647,242,0,63,88.9,132,46
01520000_2015,2015,152,1520000,Lenox,64,100,64,100,50,78.1,238,11.8,64,64,81.25,68.75,240,2.5,62,91.9,107,61
01520000_2016,2016,152,1520000,Lenox,43,95.3,Null,Null,35,83.3,222,10.4,Null,Null,Null,Null,224,0,50,100,103,48
01530000_2011,2011,153,1530000,Leominster,395,90.6,395,91.4,Null,Null,Null,Null,368,368,65.76086957,54.89130435,Null,Null,Null,Null,Null,Null
01530000_2012,2012,153,1530000,Leominster,444,88.7,444,90.3,398,99.7,1939,23.6,399,399,68.6716792,57.89473684,Null,Null,466,74.9,892,18
01530000_2013,2013,153,1530000,Leominster,477,91.8,477,91.8,438,100,1947,20.1,437,437,64.98855835,52.63157895,1902,4.6,475,72.2,911,22
01530000_2014,2014,153,1530000,Leominster,453,91.6,453,91.6,418,100,1906,20.7,418,418,64.59330144,53.8277512,1852,5.2,453,75.9,872,23
01530000_2015,2015,153,1530000,Leominster,431,92.1,431,92.1,400,100,1890,23,400,400,63.25,52.5,1894,4.5,536,74.3,856,23
01530000_2016,2016,153,1530000,Leominster,412,88.1,Null,Null,368,100,1863,19.1,Null,Null,Null,Null,1865,5.6,462,80.5,843,21
01550000_2011,2011,155,1550000,Lexington,505,92.9,505,94.3,Null,Null,Null,Null,475,475,75.15789474,71.15789474,Null,Null,Null,Null,Null,Null
01550000_2012,2012,155,1550000,Lexington,509,95.9,509,97.2,499,100,2059,3.5,499,499,72.14428858,70.34068136,Null,Null,468,95.7,1021,59
01550000_2013,2013,155,1550000,Lexington,517,96.3,517,96.3,502,100,2095,3.7,502,502,75.49800797,72.11155378,2024,2.2,538,97,986,62
01550000_2014,2014,155,1550000,Lexington,489,96.3,489,96.3,469,99.4,2108,3.8,472,472,80.50847458,75.84745763,2036,1.8,519,98.5,984,60
01550000_2015,2015,155,1550000,Lexington,494,97.4,494,97.4,488,100,2138,3.5,488,488,75.81967213,72.54098361,2140,1.4,550,97.5,1056,58
01550000_2016,2016,155,1550000,Lexington,545,96.1,Null,Null,528,100,2180,3.7,Null,Null,Null,Null,2183,2.2,550,98.9,1069,67
01580000_2011,2011,158,1580000,Littleton,98,96.9,98,96.9,Null,Null,Null,Null,96,96,83.33333333,77.08333333,Null,Null,Null,Null,Null,Null
01580000_2012,2012,158,1580000,Littleton,122,92.6,122,92.6,113,100,441,11.8,113,113,81.4159292,69.91150442,Null,Null,108,94.4,211,40
01580000_2013,2013,158,1580000,Littleton,104,91.3,104,91.3,94,100,430,15.8,94,94,85.10638298,79.78723404,411,4.4,106,94.3,192,38
01580000_2014,2014,158,1580000,Littleton,105,90.5,105,90.5,95,99,463,8.4,96,96,73.95833333,72.91666667,446,2.5,125,91.2,208,34
01580000_2015,2015,158,1580000,Littleton,110,95.5,110,95.5,102,100,449,7.3,102,102,84.31372549,81.37254902,450,0,104,99,217,38
01580000_2016,2016,158,1580000,Littleton,112,94.6,Null,Null,109,99.1,452,6.4,Null,Null,Null,Null,454,1.5,110,92.7,232,47
01590000_2011,2011,159,1590000,Longmeadow,250,96,250,96.4,Null,Null,Null,Null,243,243,87.24279835,83.95061728,Null,Null,Null,Null,Null,Null
01590000_2012,2012,159,1590000,Longmeadow,263,97,263,97.3,156,60.5,1029,7.1,258,258,82.94573643,76.74418605,Null,Null,246,94.3,510,42
01590000_2013,2013,159,1590000,Longmeadow,255,95.7,255,95.7,155,63.8,1004,7.5,243,243,88.88888889,84.77366255,974,3.2,258,92.6,471,51
01590000_2014,2014,159,1590000,Longmeadow,234,98.3,234,98.3,139,59.9,994,5.9,231,231,84.41558442,81.81818182,967,1.9,230,96.5,482,47
01590000_2015,2015,159,1590000,Longmeadow,261,94.3,261,94.3,136,54.8,977,6.4,247,247,87.85425101,82.99595142,978,2.6,236,95.3,513,52
01590000_2016,2016,159,1590000,Longmeadow,260,96.9,Null,Null,155,60.3,966,6.1,Null,Null,Null,Null,971,0.6,246,96.7,492,52
01600000_2011,2011,160,1600000,Lowell,833,69.6,833,75.9,Null,Null,Null,Null,631,631,67.98732171,57.36925515,Null,Null,Null,Null,Null,Null
01600000_2012,2012,160,1600000,Lowell,797,73.3,797,77.8,117,18.1,3468,31.5,648,648,69.13580247,58.95061728,Null,Null,758,47.1,1609,27
01600000_2013,2013,160,1600000,Lowell,829,80,829,80,142,21,3377,27.8,675,675,75.25925926,62.22222222,3350,12.3,840,49.3,1565,25
01600000_2014,2014,160,1600000,Lowell,818,77.9,818,77.9,137,21.1,3351,27.9,649,649,67.48844376,55.46995378,3318,15.9,836,56.9,1463,28
01600000_2015,2015,160,1600000,Lowell,674,82.9,674,82.9,165,28.2,3241,23.1,585,585,68.20512821,58.8034188,3283,10.3,851,65.3,1408,29
01600000_2016,2016,160,1600000,Lowell,755,78.8,Null,Null,179,28.7,3382,22.4,Null,Null,Null,Null,3422,9.7,855,64.1,1552,31
01610000_2011,2011,161,1610000,Ludlow,225,88.4,225,91.1,Null,Null,Null,Null,206,206,72.33009709,62.13592233,Null,Null,Null,Null,Null,Null
01610000_2012,2012,161,1610000,Ludlow,239,87.9,239,90,60,27.1,1038,14.5,221,221,71.49321267,59.72850679,Null,Null,239,69,472,21
01610000_2013,2013,161,1610000,Ludlow,258,87.2,258,87.2,22,9.6,990,15.6,229,229,72.05240175,63.31877729,973,9.8,229,70.7,492,30
01610000_2014,2014,161,1610000,Ludlow,258,92.2,258,92.2,26,11,963,14.3,236,236,77.54237288,67.37288136,955,9.4,247,80.6,456,33
01610000_2015,2015,161,1610000,Ludlow,204,95.1,204,95.1,63,32.6,910,14.1,193,193,73.57512953,68.39378238,918,6.2,244,79.1,406,36
01610000_2016,2016,161,1610000,Ludlow,198,93.4,Null,Null,43,22.4,909,12.4,Null,Null,Null,Null,919,7.7,236,77.1,422,43
01620000_2011,2011,162,1620000,Lunenburg,131,90.1,131,91.6,Null,Null,Null,Null,120,120,82.5,76.66666667,Null,Null,Null,Null,Null,Null
01620000_2012,2012,162,1620000,Lunenburg,134,93.3,134,94,127,100,526,7.4,127,127,81.1023622,75.59055118,Null,Null,115,92.2,263,39
01620000_2013,2013,162,1620000,Lunenburg,128,95.3,128,95.3,122,100,481,6.2,122,122,77.04918033,70.49180328,475,4.4,105,84.8,240,45
01620000_2014,2014,162,1620000,Lunenburg,111,97.3,111,97.3,106,98.1,453,9.9,108,108,83.33333333,75.92592593,444,2.5,109,87.2,221,50
01620000_2015,2015,162,1620000,Lunenburg,110,93.6,110,93.6,103,99,437,10.1,104,104,86.53846154,76.92307692,440,2.3,107,91.6,205,52
01620000_2016,2016,162,1620000,Lunenburg,99,92.9,Null,Null,90,96.8,438,11.2,Null,Null,Null,Null,444,1.6,116,84.5,200,48
01630000_2011,2011,163,1630000,Lynn,1097,68.6,1097,72.2,Null,Null,Null,Null,804,804,49.37810945,38.68159204,Null,Null,Null,Null,Null,Null
01630000_2012,2012,163,1630000,Lynn,1099,73.7,1099,76.1,76,8.9,4212,31.3,857,857,57.29288215,43.64060677,Null,Null,1004,60.8,1919,14
01630000_2013,2013,163,1630000,Lynn,1084,79,1084,79,133,15.4,4300,31.5,864,864,51.85185185,41.55092593,4217,28.1,1218,64,1889,14
01630000_2014,2014,163,1630000,Lynn,1087,79.3,1087,79.3,157,18.1,4325,29.6,867,867,57.55478662,43.02191465,4248,24.3,1236,65.2,1746,17
01630000_2015,2015,163,1630000,Lynn,943,78.7,943,78.7,174,23.3,4375,32.9,747,747,51.27175368,40.02677376,4411,15.4,1337,64.2,1799,18
01630000_2016,2016,163,1630000,Lynn,1143,75.3,Null,Null,244,26.8,4625,33.4,Null,Null,Null,Null,4673,17,1307,66.4,1949,18
01640000_2011,2011,164,1640000,Lynnfield,179,97.2,179,97.2,Null,Null,Null,Null,176,176,82.95454545,79.54545455,Null,Null,Null,Null,Null,Null
01640000_2012,2012,164,1640000,Lynnfield,152,98,152,98,132,88,632,3.3,150,150,76.66666667,73.33333333,Null,Null,152,96.1,308,39
01640000_2013,2013,164,1640000,Lynnfield,164,99.4,164,99.4,145,89.5,637,2.8,162,162,77.77777778,74.07407407,632,1.3,161,96.9,310,34
01640000_2014,2014,164,1640000,Lynnfield,152,96.7,152,96.7,141,96.6,635,3.6,146,146,84.93150685,80.1369863,626,0.6,156,95.5,304,35
01640000_2015,2015,164,1640000,Lynnfield,152,98.7,152,98.7,145,94.2,638,3.3,154,154,84.41558442,79.87012987,639,0,156,95.5,322,44
01640000_2016,2016,164,1640000,Lynnfield,165,98.8,Null,Null,157,96.9,647,1.4,Null,Null,Null,Null,649,0.3,171,95.9,319,47
01650000_2011,2011,165,1650000,Malden,511,74.6,511,81.4,Null,Null,Null,Null,406,406,61.8226601,53.9408867,Null,Null,Null,Null,Null,Null
01650000_2012,2012,165,1650000,Malden,470,77.2,470,85.1,170,42,1945,20.7,405,405,58.27160494,52.59259259,Null,Null,554,60.3,860,44
01650000_2013,2013,165,1650000,Malden,485,82.1,485,82.1,141,33.6,1956,17.5,420,420,63.80952381,55.95238095,1950,1.6,498,67.7,866,46
01650000_2014,2014,165,1650000,Malden,468,83.3,468,83.3,165,40.5,1993,21.3,407,407,65.35626536,58.23095823,1955,1.7,482,61,933,39
01650000_2015,2015,165,1650000,Malden,514,84.8,514,84.8,223,51.3,1953,18.1,433,433,68.8221709,58.19861432,1963,2.7,507,65.9,951,46
01650000_2016,2016,165,1650000,Malden,467,82.9,Null,Null,207,49.5,1911,18.3,Null,Null,Null,Null,1922,0.5,481,67.4,917,47
01670000_2011,2011,167,1670000,Mansfield,376,95.7,376,96,Null,Null,Null,Null,363,363,79.06336088,71.90082645,Null,Null,Null,Null,Null,Null
01670000_2012,2012,167,1670000,Mansfield,372,94.4,372,94.9,352,100,1470,9.5,352,352,81.53409091,76.98863636,Null,Null,341,90,741,31
01670000_2013,2013,167,1670000,Mansfield,372,94.6,372,94.6,353,99.7,1425,4.8,353,353,78.75354108,75.35410765,1421,2,330,92.7,723,32
01670000_2014,2014,167,1670000,Mansfield,350,95.7,350,95.7,340,100,1387,5.3,340,340,82.94117647,78.23529412,1387,2.2,352,92.6,692,32
01670000_2015,2015,167,1670000,Mansfield,337,95.5,337,95.5,322,100,1346,8.5,322,322,85.0931677,81.05590062,1364,2,316,92.7,661,34
01670000_2016,2016,167,1670000,Mansfield,316,97.5,Null,Null,309,100,1330,8.8,Null,Null,Null,Null,1350,1.1,330,95.5,672,37
01680000_2011,2011,168,1680000,Marblehead,260,96.9,260,97.3,Null,Null,Null,Null,252,252,78.17460317,73.41269841,Null,Null,Null,Null,Null,Null
01680000_2012,2012,168,1680000,Marblehead,240,96.3,240,97.5,231,100,971,14.8,231,231,79.22077922,75.75757576,Null,Null,249,92.4,440,36
01680000_2013,2013,168,1680000,Marblehead,216,96.8,216,96.8,205,98.1,1015,13.6,209,209,78.46889952,71.77033493,1007,2.6,273,93.4,472,36
01680000_2014,2014,168,1680000,Marblehead,257,97.3,257,97.3,249,97.6,1079,14,253,253,78.65612648,75.09881423,1061,2.8,275,94.9,509,47
01680000_2015,2015,168,1680000,Marblehead,242,97.1,242,97.1,232,97.9,1035,10,237,237,83.12236287,79.32489451,1038,0,254,96.9,515,45
01680000_2016,2016,168,1680000,Marblehead,265,95.5,Null,Null,252,98.8,1071,9.4,Null,Null,Null,Null,1076,0.9,264,90.2,545,51
01700000_2011,2011,170,1700000,Marlborough,267,84.3,267,87.3,Null,Null,Null,Null,235,235,66.38297872,60.42553191,Null,Null,Null,Null,Null,Null
01700000_2012,2012,170,1700000,Marlborough,256,80.1,256,87.9,204,95.3,1230,18.6,214,214,63.08411215,58.41121495,Null,Null,313,70.6,531,42
01700000_2013,2013,170,1700000,Marlborough,332,86.7,332,86.7,257,85.7,1225,19.8,300,300,67.66666667,59.66666667,1206,10.6,258,75.6,577,46
01700000_2014,2014,170,1700000,Marlborough,282,84.8,282,84.8,206,84.1,1161,22,245,245,68.16326531,60.81632653,1146,2.1,273,79.1,550,41
01700000_2015,2015,170,1700000,Marlborough,304,82.2,304,82.2,248,98.4,1137,20.9,251,251,69.32270916,61.75298805,1151,3.2,300,76,538,44
01700000_2016,2016,170,1700000,Marlborough,254,85,Null,Null,230,100,1155,21.6,Null,Null,Null,Null,1176,4.8,297,76.8,524,50
01710000_2011,2011,171,1710000,Marshfield,324,90.7,324,92.6,Null,Null,Null,Null,297,297,79.7979798,73.73737374,Null,Null,Null,Null,Null,Null
01710000_2012,2012,171,1710000,Marshfield,358,95.3,358,95.5,348,99.7,1428,9.5,348,348,80.45977011,75.28735632,Null,Null,351,86.6,677,28
01710000_2013,2013,171,1710000,Marshfield,328,91.5,328,91.5,303,100,1417,11.9,303,303,80.52805281,73.59735974,1389,6.6,329,85.1,657,27
01710000_2014,2014,171,1710000,Marshfield,328,93.3,328,93.3,306,100,1352,9,306,306,81.37254902,77.12418301,1325,4.1,328,84.8,647,34
01710000_2015,2015,171,1710000,Marshfield,312,97.4,312,97.4,305,100,1335,7.3,306,306,81.69934641,74.50980392,1337,1.6,362,90.1,639,33
01710000_2016,2016,171,1710000,Marshfield,313,95.8,Null,Null,302,100,1360,7.3,Null,Null,Null,Null,1366,2.9,354,95.2,651,28
01720000_2011,2011,172,1720000,Mashpee,153,77.8,153,81.7,Null,Null,Null,Null,122,122,68.85245902,54.91803279,Null,Null,Null,Null,Null,Null
01720000_2012,2012,172,1720000,Mashpee,116,91.4,116,92.2,70,61.9,510,23.9,113,113,63.71681416,53.09734513,Null,Null,117,84.6,244,54
01720000_2013,2013,172,1720000,Mashpee,132,86.4,132,86.4,99,89.2,493,19.3,111,111,70.27027027,64.86486486,468,6.2,107,85,220,50
01720000_2014,2014,172,1720000,Mashpee,103,88.3,103,88.3,74,83.1,470,17.2,89,89,59.5505618,53.93258427,454,7.3,116,78.4,210,45
01720000_2015,2015,172,1720000,Mashpee,116,89.7,116,89.7,96,89.7,464,19.6,106,106,62.26415094,53.77358491,466,3.9,109,82.6,218,49
01720000_2016,2016,172,1720000,Mashpee,104,88.5,Null,Null,88,92.6,438,14.8,Null,Null,Null,Null,439,9.3,109,83.5,213,38
01740000_2011,2011,174,1740000,Maynard,89,84.3,89,91,Null,Null,Null,Null,77,77,75.32467532,67.53246753,Null,Null,Null,Null,Null,Null
01740000_2012,2012,174,1740000,Maynard,64,81.3,64,82.8,59,100,309,10.7,59,59,72.88135593,69.49152542,Null,Null,68,91.2,132,34
01740000_2013,2013,174,1740000,Maynard,68,89.7,68,89.7,60,100,308,9.4,60,60,76.66666667,70,305,2,75,86.7,152,41
01740000_2014,2014,174,1740000,Maynard,90,90,90,90,83,100,340,18.5,83,83,79.51807229,77.10843373,337,3.9,81,85.2,164,42
01740000_2015,2015,174,1740000,Maynard,79,87.3,79,87.3,73,100,351,12.5,70,70,68.57142857,61.42857143,353,3.4,99,81.8,168,38
01740000_2016,2016,174,1740000,Maynard,86,86,Null,Null,76,97.4,379,11.1,Null,Null,Null,Null,381,0,100,79,177,40
01750000_2011,2011,175,1750000,Medfield,238,97.9,238,98.3,Null,Null,Null,Null,235,235,83.40425532,78.29787234,Null,Null,Null,Null,Null,Null
01750000_2012,2012,175,1750000,Medfield,227,99.1,227,99.1,9,4,911,4,226,226,85.84070796,82.74336283,Null,Null,197,100,465,53
01750000_2013,2013,175,1750000,Medfield,240,98.8,240,98.8,12,5.1,919,3.7,237,237,85.65400844,83.5443038,906,1.1,236,99.2,472,65
01750000_2014,2014,175,1750000,Medfield,238,98.3,238,98.3,7,3,899,6,232,232,84.48275862,82.75862069,885,0.8,221,98.6,432,64
01750000_2015,2015,175,1750000,Medfield,200,99.5,200,99.5,24,11.9,881,8.1,200,200,86.5,83.5,882,0.7,224,97.3,434,60
01750000_2016,2016,175,1750000,Medfield,235,98.3,Null,Null,18,7.7,874,6.1,Null,Null,Null,Null,876,0.6,197,100,450,62
01760000_2011,2011,176,1760000,Medford,378,79.9,378,85.7,Null,Null,Null,Null,320,320,63.4375,55.3125,Null,Null,Null,Null,Null,Null
01760000_2012,2012,176,1760000,Medford,369,80.5,369,83.5,127,39.1,1456,17.9,325,325,62.15384615,55.38461538,Null,Null,362,72.4,654,19
01760000_2013,2013,176,1760000,Medford,335,90.4,335,90.4,148,49,1437,16.6,302,302,68.21192053,61.25827815,1429,7.8,394,73.9,669,18
01760000_2014,2014,176,1760000,Medford,353,89.8,353,89.8,153,46.9,1430,18.2,326,326,61.65644172,56.44171779,1409,7,345,71.3,665,17
01760000_2015,2015,176,1760000,Medford,338,84.3,338,84.3,197,66.3,1394,15.7,297,297,64.98316498,58.24915825,1407,5.6,389,77.1,663,21
01760000_2016,2016,176,1760000,Medford,372,80.4,Null,Null,305,100,1428,11.6,Null,Null,Null,Null,1435,5.3,Null,Null,7,0
01770000_2011,2011,177,1770000,Medway,215,96.7,215,97.2,Null,Null,Null,Null,210,210,82.38095238,79.52380952,Null,Null,Null,Null,Null,Null
01770000_2012,2012,177,1770000,Medway,209,96.7,209,98.1,203,100,816,7.4,203,203,85.71428571,82.26600985,Null,Null,187,92.5,424,46
01770000_2013,2013,177,1770000,Medway,223,97.8,223,97.8,172,77.5,826,9.8,222,222,82.43243243,78.82882883,812,2.2,207,97.6,411,49
01770000_2014,2014,177,1770000,Medway,188,95.7,188,95.7,175,97.2,808,17,180,180,81.66666667,76.11111111,798,3.3,193,94.3,377,57
01770000_2015,2015,177,1770000,Medway,190,94.7,190,94.7,179,98.9,797,13.6,181,181,82.32044199,78.45303867,804,1.9,202,93.1,394,57
01770000_2016,2016,177,1770000,Medway,214,95.3,Null,Null,205,100,785,13,Null,Null,Null,Null,787,1.9,179,97.2,407,59
01780000_2011,2011,178,1780000,Melrose,241,90.9,241,94.6,Null,Null,Null,Null,224,224,78.57142857,69.19642857,Null,Null,Null,Null,Null,Null
01780000_2012,2012,178,1780000,Melrose,273,94.1,273,95.6,256,95.5,1014,12.6,268,268,75.74626866,70.52238806,Null,Null,224,93.8,495,43
01780000_2013,2013,178,1780000,Melrose,241,94.2,241,94.2,226,97.8,978,14.6,231,231,77.92207792,70.12987013,958,2.6,238,92,472,35
01780000_2014,2014,178,1780000,Melrose,233,96.1,233,96.1,217,96.9,976,13,224,224,78.57142857,72.32142857,949,1.8,235,96.6,475,35
01780000_2015,2015,178,1780000,Melrose,232,97,232,97,211,94.6,946,10.5,223,223,82.95964126,77.57847534,949,2,230,97.4,474,45
01780000_2016,2016,178,1780000,Melrose,245,94.7,Null,Null,231,97.1,971,9.2,Null,Null,Null,Null,973,0.9,257,97.3,484,55
01810000_2011,2011,181,1810000,Methuen,479,80.6,479,83.7,Null,Null,Null,Null,405,405,67.16049383,55.55555556,Null,Null,Null,Null,Null,Null
01810000_2012,2012,181,1810000,Methuen,469,78.7,469,82.1,206,53,1895,23.8,388,388,70.87628866,61.59793814,Null,Null,442,87.3,859,31
01810000_2013,2013,181,1810000,Methuen,449,83.7,449,83.7,267,68.3,1905,26.1,390,390,69.23076923,60.25641026,1877,3.6,458,81.9,876,29
01810000_2014,2014,181,1810000,Methuen,462,89,462,89,266,65.2,1844,19.7,408,408,65.93137255,57.35294118,1828,2.8,387,87.1,884,35
01810000_2015,2015,181,1810000,Methuen,469,87.2,469,87.2,311,74,1863,23.9,420,420,70,59.04761905,1900,6.2,491,84.9,922,43
01810000_2016,2016,181,1810000,Methuen,491,86.6,Null,Null,285,65.8,1946,22.9,Null,Null,Null,Null,1979,4.1,494,84,899,37
01820000_2011,2011,182,1820000,Middleborough,214,93.5,214,94.9,Null,Null,Null,Null,198,198,60.60606061,50,Null,Null,Null,Null,Null,Null
01820000_2012,2012,182,1820000,Middleborough,189,90.5,189,90.5,93,53.1,858,20.2,175,175,65.14285714,52,Null,Null,211,79.6,404,43
01820000_2013,2013,182,1820000,Middleborough,233,91.4,233,91.4,141,65.6,883,20,214,214,63.55140187,55.60747664,876,9.7,224,75.4,412,42
01820000_2014,2014,182,1820000,Middleborough,191,91.1,191,91.1,107,61.5,829,18.5,174,174,55.74712644,44.25287356,819,8.5,193,78.8,388,34
01820000_2015,2015,182,1820000,Middleborough,201,89.6,201,89.6,177,100,810,17.9,177,177,66.66666667,56.49717514,816,3.2,186,72.6,410,37
01820000_2016,2016,182,1820000,Middleborough,227,93,Null,Null,213,100,799,17.4,Null,Null,Null,Null,804,0,180,77.2,415,50
01850000_2011,2011,185,1850000,Milford,319,85.3,319,88.4,Null,Null,Null,Null,280,280,70,61.07142857,Null,Null,Null,Null,Null,Null
01850000_2012,2012,185,1850000,Milford,281,85.1,281,87.5,249,100,1193,17.5,249,249,67.87148594,60.64257028,Null,Null,282,75.2,539,50
01850000_2013,2013,185,1850000,Milford,281,88.3,281,88.3,259,100,1193,18.2,256,256,72.265625,61.328125,1174,6.6,277,72.2,550,48
01850000_2014,2014,185,1850000,Milford,292,89.4,292,89.4,259,100,1166,18.5,258,258,74.80620155,65.89147287,1153,5.7,283,68.2,562,43
01850000_2015,2015,185,1850000,Milford,283,89.4,283,89.4,261,100,1140,21.8,260,260,74.61538462,66.15384615,1168,5.5,292,75.3,536,40
01850000_2016,2016,185,1850000,Milford,274,83.9,Null,Null,235,100,1119,18.1,Null,Null,Null,Null,1132,2.8,264,74.6,524,47
01860000_2011,2011,186,1860000,Millbury,174,94.3,174,94.3,Null,Null,Null,Null,165,165,73.33333333,65.45454545,Null,Null,Null,Null,Null,Null
01860000_2012,2012,186,1860000,Millbury,123,90.2,123,94.3,113,100,526,13.1,113,113,71.68141593,58.40707965,Null,Null,145,78.6,229,22
01860000_2013,2013,186,1860000,Millbury,116,91.4,116,91.4,110,100,527,15.2,110,110,70,61.81818182,512,11.5,112,83,232,20
01860000_2014,2014,186,1860000,Millbury,123,92.7,123,92.7,115,100,492,8.3,115,115,76.52173913,68.69565217,481,7.5,112,82.1,256,20
01860000_2015,2015,186,1860000,Millbury,142,91.5,142,91.5,131,100,461,9.8,131,131,68.70229008,55.72519084,467,6.2,109,92.7,237,21
01860000_2016,2016,186,1860000,Millbury,104,96.2,Null,Null,101,100,433,7.9,Null,Null,Null,Null,437,5.5,108,82.4,208,33
01870000_2011,2011,187,1870000,Millis,96,93.8,96,96.9,Null,Null,Null,Null,93,93,80.64516129,73.11827957,Null,Null,Null,Null,Null,Null
01870000_2012,2012,187,1870000,Millis,89,96.6,89,97.8,80,89.9,399,7.5,89,89,76.40449438,68.53932584,Null,Null,103,87.4,172,41
01870000_2013,2013,187,1870000,Millis,89,97.8,89,97.8,87,100,415,6.7,87,87,85.05747126,72.4137931,399,1.5,101,94.1,194,33
01870000_2014,2014,187,1870000,Millis,110,97.3,110,97.3,105,100,408,6.6,105,105,82.85714286,74.28571429,398,3,86,91.9,211,36
01870000_2015,2015,187,1870000,Millis,98,94.9,98,94.9,95,100,397,8.1,95,95,85.26315789,84.21052632,401,4.7,111,99.1,199,43
01870000_2016,2016,187,1870000,Millis,100,93,Null,Null,96,100,387,8.5,Null,Null,Null,Null,388,0,91,98.9,185,55
01890000_2011,2011,189,1890000,Milton,265,93.6,265,95.8,Null,Null,Null,Null,250,250,79.6,72.8,Null,Null,Null,Null,Null,Null
01890000_2012,2012,189,1890000,Milton,258,93.8,258,95.7,259,100,1043,15.8,253,253,76.28458498,71.14624506,Null,Null,234,88.5,524,59
01890000_2013,2013,189,1890000,Milton,285,94.7,285,94.7,277,100,1027,13.5,277,277,79.42238267,72.20216606,1000,3.1,237,90.3,499,55
01890000_2014,2014,189,1890000,Milton,233,95.3,233,95.3,225,100,1003,13.8,225,225,77.77777778,74.22222222,978,7,245,89.4,463,48
01890000_2015,2015,189,1890000,Milton,241,96.3,241,96.3,228,100,974,10.4,228,228,80.26315789,75.87719298,984,3.5,257,86.8,464,55
01890000_2016,2016,189,1890000,Milton,237,94.5,Null,Null,230,99.6,996,9.5,Null,Null,Null,Null,1009,1.9,241,94.2,483,59
01910000_2011,2011,191,1910000,Monson,121,86,121,88.4,Null,Null,Null,Null,104,104,78.84615385,70.19230769,Null,Null,Null,Null,Null,Null
01910000_2012,2012,191,1910000,Monson,90,84.4,90,90,22,27.8,360,11.4,79,79,74.6835443,65.82278481,Null,Null,86,74.4,171,56
01910000_2013,2013,191,1910000,Monson,85,89.4,85,89.4,60,75,378,11.4,80,80,68.75,61.25,373,3.5,100,85,170,51
01910000_2014,2014,191,1910000,Monson,90,74.4,90,74.4,52,73.2,360,10.8,71,71,77.46478873,71.83098592,356,5.3,95,83.2,163,52
01910000_2015,2015,191,1910000,Monson,81,95.1,81,95.1,68,88.3,334,8.4,77,77,71.42857143,58.44155844,337,2.4,72,87.5,174,51
01910000_2016,2016,191,1910000,Monson,92,95.7,Null,Null,84,93.3,315,6,Null,Null,Null,Null,327,4.6,72,88.9,171,58
01970000_2011,2011,197,1970000,Nantucket,101,87.1,101,91.1,Null,Null,Null,Null,94,94,64.89361702,57.44680851,Null,Null,Null,Null,Null,Null
01970000_2012,2012,197,1970000,Nantucket,97,88.7,97,90.7,12,13.5,417,16.5,89,89,64.04494382,50.56179775,Null,Null,111,77.5,182,26
01970000_2013,2013,197,1970000,Nantucket,93,86,93,86,22,27.5,446,16.8,80,80,70,63.75,443,4.1,133,70.7,191,27
01970000_2014,2014,197,1970000,Nantucket,104,86.5,104,86.5,89,97.8,485,15.5,91,91,71.42857143,67.03296703,482,5.6,127,77.2,208,33
01970000_2015,2015,197,1970000,Nantucket,112,90.2,112,90.2,99,98,515,20,101,101,61.38613861,55.44554455,517,4.4,145,71.7,232,40
01970000_2016,2016,197,1970000,Nantucket,128,82,Null,Null,112,100,527,21.8,Null,Null,Null,Null,532,5.3,147,82.3,234,44
01980000_2011,2011,198,1980000,Natick,335,92.5,335,93.7,Null,Null,Null,Null,319,319,72.10031348,66.77115987,Null,Null,Null,Null,Null,Null
01980000_2012,2012,198,1980000,Natick,315,94.3,315,95.6,252,83.4,1354,12.2,302,302,82.45033113,77.81456954,Null,Null,331,87,648,34
01980000_2013,2013,198,1980000,Natick,328,94.8,328,94.8,225,72.1,1434,11.5,312,312,83.65384615,75.96153846,1403,1.4,388,88.7,658,33
