org8code_year,Yr,org4code,org8code,DistName,4 Year Cohort Total,4 Year Graduation Percent,5 Year Cohort Total,5 Year Graduation Percent,Mass Core Completion Count,Mass Core Completion Percent,Chronic Absence Count,Chronic Absence Percent,College Enrollment Count,College Persistence Count,College Enrollment Percent,College Persistence Percent,Out of School Suspension Count,Out of School Suspension Percent,Passed All 9th Grade Courses Count,Passed All 9th Grade Courses Percent,Enrolled in AP/IB Course Count,Enrolled in AP/IB Course Percent
06650000_2012,2012,665,6650000,Freetown-Lakeville,199,92,199,93.5,71,38.6,857,7.8,184,184,79.34782609,70.10869565,Null,Null,213,91.5,391,31
06650000_2013,2013,665,6650000,Freetown-Lakeville,189,96.3,189,96.3,64,34.8,891,11.4,184,184,74.45652174,70.10869565,878,6.4,226,77,417,40
06650000_2014,2014,665,6650000,Freetown-Lakeville,225,93.3,225,93.3,38,18.1,848,11.2,210,210,78.0952381,72.38095238,829,7.7,176,80.1,435,38
06650000_2015,2015,665,6650000,Freetown-Lakeville,211,95.3,211,95.3,42,21,773,6,200,200,82.5,75.5,776,4,191,85.9,408,38
06650000_2016,2016,665,6650000,Freetown-Lakeville,205,91.7,Null,Null,42,21.6,757,7.1,Null,Null,Null,Null,759,2.9,194,82.5,364,49
06700000_2011,2011,670,6700000,Frontier,114,89.5,114,91.2,Null,Null,Null,Null,106,106,79.24528302,68.86792453,Null,Null,Null,Null,Null,Null
06700000_2012,2012,670,6700000,Frontier,127,85,127,86.6,75,67.6,439,5.2,111,111,75.67567568,64.86486486,Null,Null,103,95.1,217,29
06700000_2013,2013,670,6700000,Frontier,103,91.3,103,91.3,67,70.5,432,6.3,95,95,75.78947368,68.42105263,428,2.6,107,95.3,202,48
06700000_2014,2014,670,6700000,Frontier,99,92.9,99,92.9,71,76.3,407,7.4,93,93,74.19354839,63.44086022,408,3.4,92,92.4,200,47
06700000_2015,2015,670,6700000,Frontier,97,93.8,97,93.8,45,48.4,387,7,93,93,78.49462366,67.74193548,392,1.3,84,97.6,205,50
06700000_2016,2016,670,6700000,Frontier,104,91.3,Null,Null,88,90.7,382,4.7,Null,Null,Null,Null,388,2.8,96,94.8,197,49
06720000_2011,2011,672,6720000,Gateway,74,85.1,74,86.5,Null,Null,Null,Null,64,64,76.5625,59.375,Null,Null,Null,Null,Null,Null
06720000_2012,2012,672,6720000,Gateway,88,80.7,88,85.2,38,52.8,345,15.9,72,72,63.88888889,52.77777778,Null,Null,86,90.7,169,21
06720000_2013,2013,672,6720000,Gateway,99,83.8,99,83.8,50,58.1,326,15,86,86,63.95348837,53.48837209,323,5.3,62,88.7,164,24
06720000_2014,2014,672,6720000,Gateway,80,87.5,80,87.5,43,60.6,293,13,71,71,69.01408451,57.74647887,290,4.1,65,76.9,153,32
06720000_2015,2015,672,6720000,Gateway,80,93.8,80,93.8,64,82.1,260,10.4,78,78,66.66666667,58.97435897,265,2.3,52,73.1,141,31
06720000_2016,2016,672,6720000,Gateway,71,88.7,Null,Null,38,60.3,242,12.8,Null,Null,Null,Null,246,5.3,68,66.2,122,26
06730000_2011,2011,673,6730000,Groton-Dunstable,229,98.3,229,99.1,Null,Null,Null,Null,227,227,82.81938326,77.97356828,Null,Null,Null,Null,Null,Null
06730000_2012,2012,673,6730000,Groton-Dunstable,209,95.7,209,97.1,201,99.5,887,6.5,202,202,84.65346535,80.69306931,Null,Null,216,94.4,438,46
06730000_2013,2013,673,6730000,Groton-Dunstable,237,97,237,97,232,100,917,5,232,232,83.18965517,80.60344828,895,1.6,220,95.9,440,44
06730000_2014,2014,673,6730000,Groton-Dunstable,213,97.7,213,97.7,209,100,892,7.2,209,209,87.08133971,78.94736842,881,2.2,207,96.1,441,46
06730000_2015,2015,673,6730000,Groton-Dunstable,230,97.8,230,97.8,226,99.6,872,7,227,227,81.05726872,73.1277533,877,1.3,212,96.7,450,50
06730000_2016,2016,673,6730000,Groton-Dunstable,225,97.8,Null,Null,220,100,844,6.4,Null,Null,Null,Null,851,1.3,203,96.1,427,55
06740000_2011,2011,674,6740000,Gill-Montague,73,67.1,73,74,Null,Null,Null,Null,57,57,68.42105263,56.14035088,Null,Null,Null,Null,Null,Null
06740000_2012,2012,674,6740000,Gill-Montague,80,65,80,70,60,100,307,23.8,60,60,65,55,Null,Null,67,77.6,155,43
06740000_2013,2013,674,6740000,Gill-Montague,86,83.7,86,83.7,53,69.7,302,24.5,76,76,57.89473684,50,316,8.5,63,57.1,146,41
06740000_2014,2014,674,6740000,Gill-Montague,65,84.6,65,84.6,40,72.7,278,24.1,55,55,65.45454545,52.72727273,286,8,71,87.3,137,44
06740000_2015,2015,674,6740000,Gill-Montague,76,81.6,76,81.6,51,81,265,21.1,63,63,61.9047619,55.55555556,274,5.5,60,81.7,134,34
06740000_2016,2016,674,6740000,Gill-Montague,66,72.7,Null,Null,33,64.7,240,20.4,Null,Null,Null,Null,248,6.9,57,73.7,117,29
06750000_2011,2011,675,6750000,Hamilton-Wenham,168,96.4,168,98.2,Null,Null,Null,Null,165,165,77.57575758,70.90909091,Null,Null,Null,Null,Null,Null
06750000_2012,2012,675,6750000,Hamilton-Wenham,183,97.3,183,98.4,184,100,723,10.2,184,184,75.54347826,72.2826087,Null,Null,175,97.1,347,42
06750000_2013,2013,675,6750000,Hamilton-Wenham,173,96,173,96,165,100,708,9.7,165,165,78.78787879,75.75757576,697,1.7,170,98.2,350,43
06750000_2014,2014,675,6750000,Hamilton-Wenham,180,97.8,180,97.8,176,100,706,7.1,176,176,76.13636364,73.86363636,690,3.3,164,98.8,354,64
06750000_2015,2015,675,6750000,Hamilton-Wenham,167,96.4,167,96.4,163,100,628,9.2,163,163,84.66257669,83.43558282,632,2.1,142,97.2,329,68
06750000_2016,2016,675,6750000,Hamilton-Wenham,165,97.6,Null,Null,161,100,612,6.4,Null,Null,Null,Null,613,2.3,151,98,319,61
06800000_2011,2011,680,6800000,Hampden-Wilbraham,316,92.1,316,94,Null,Null,Null,Null,293,293,79.5221843,73.03754266,Null,Null,Null,Null,Null,Null
06800000_2012,2012,680,6800000,Hampden-Wilbraham,326,94.2,326,96,312,100,1298,10.2,311,311,81.67202572,73.31189711,Null,Null,318,84.9,626,22
06800000_2013,2013,680,6800000,Hampden-Wilbraham,325,94.8,325,94.8,312,100,1299,12.4,312,312,83.01282051,76.28205128,1273,6.9,304,88.2,625,25
06800000_2014,2014,680,6800000,Hampden-Wilbraham,315,96.2,315,96.2,268,86.5,1277,10.7,310,310,80.32258065,69.67741935,1253,7.1,302,88.7,638,26
06800000_2015,2015,680,6800000,Hampden-Wilbraham,321,96,321,96,267,86.4,1207,10.1,309,309,80.58252427,74.75728155,1209,7.6,283,90.1,616,29
06800000_2016,2016,680,6800000,Hampden-Wilbraham,297,94.3,Null,Null,277,97.9,1181,9.7,Null,Null,Null,Null,1186,7.3,309,93.2,592,28
06830000_2011,2011,683,6830000,Hampshire,138,89.9,138,91.3,Null,Null,Null,Null,129,129,82.94573643,75.19379845,Null,Null,Null,Null,Null,Null
06830000_2012,2012,683,6830000,Hampshire,143,95.1,143,95.1,0,0,527,12,138,138,76.08695652,69.56521739,Null,Null,124,87.9,257,14
06830000_2013,2013,683,6830000,Hampshire,125,95.2,125,95.2,9,7.6,524,13.5,119,119,78.1512605,65.54621849,509,3.3,135,92.6,242,26
06830000_2014,2014,683,6830000,Hampshire,130,95.4,130,95.4,11,8.8,519,24.5,125,125,76,64.8,510,2.2,120,90.8,250,28
06830000_2015,2015,683,6830000,Hampshire,131,93.1,131,93.1,8,6.6,496,23.4,121,121,74.38016529,67.76859504,500,0,117,85.5,253,32
06830000_2016,2016,683,6830000,Hampshire,134,97.8,Null,Null,63,48.1,465,21.9,Null,Null,Null,Null,476,2.1,98,94.9,253,30
06900000_2011,2011,690,6900000,King Philip,340,86.5,340,88.5,Null,Null,Null,Null,297,297,82.82828283,78.45117845,Null,Null,Null,Null,Null,Null
06900000_2012,2012,690,6900000,King Philip,328,91.8,328,92.7,259,83.3,1292,10.1,311,311,79.42122186,76.20578778,Null,Null,291,93.8,643,34
06900000_2013,2013,690,6900000,King Philip,324,94.4,324,94.4,305,99.7,1365,10.3,306,306,83.66013072,76.14379085,1334,3.1,385,93.5,653,44
06900000_2014,2014,690,6900000,King Philip,330,94.8,330,94.8,314,100,1372,9.2,314,314,83.43949045,78.98089172,1341,1.9,332,91.9,627,46
06900000_2015,2015,690,6900000,King Philip,284,95.1,284,95.1,273,100,1316,10.4,273,273,83.15018315,76.19047619,1337,2.2,330,93.3,646,48
06900000_2016,2016,690,6900000,King Philip,374,94.9,Null,Null,359,100,1343,10.1,Null,Null,Null,Null,1357,1,313,97.8,698,52
06950000_2011,2011,695,6950000,Lincoln-Sudbury,386,97.7,386,99.7,Null,Null,Null,Null,379,379,74.6701847,70.18469657,Null,Null,Null,Null,Null,Null
06950000_2012,2012,695,6950000,Lincoln-Sudbury,414,97.3,414,98.6,414,100,1655,4.6,414,414,78.74396135,74.15458937,Null,Null,390,95.4,816,17
06950000_2013,2013,695,6950000,Lincoln-Sudbury,402,98.5,402,98.5,398,100,1642,4.5,398,398,78.3919598,72.61306533,1599,2.8,396,93.2,798,19
06950000_2014,2014,695,6950000,Lincoln-Sudbury,407,98,407,98,401,100,1696,4.4,401,401,80.04987531,75.3117207,1652,1.7,450,95.6,792,21
06950000_2015,2015,695,6950000,Lincoln-Sudbury,402,98,402,98,391,100,1617,3.3,390,390,77.69230769,72.30769231,1626,2.5,397,91.2,777,26
06950000_2016,2016,695,6950000,Lincoln-Sudbury,395,95.7,Null,Null,386,100,1612,4,Null,Null,Null,Null,1617,1.7,380,95.8,829,22
06980000_2011,2011,698,6980000,Manchester Essex,114,95.6,114,96.5,Null,Null,Null,Null,110,110,74.54545455,71.81818182,Null,Null,Null,Null,Null,Null
06980000_2012,2012,698,6980000,Manchester Essex,120,93.3,120,93.3,113,100,490,6.5,113,113,75.22123894,73.45132743,Null,Null,123,97.6,226,59
06980000_2013,2013,698,6980000,Manchester Essex,121,92.6,121,92.6,107,100,500,7.4,107,107,73.8317757,68.22429907,499,0,124,92.7,231,52
06980000_2014,2014,698,6980000,Manchester Essex,117,98.3,117,98.3,118,100,486,4.1,118,118,70.33898305,64.40677966,469,0,116,94.8,234,61
06980000_2015,2015,698,6980000,Manchester Essex,117,97.4,117,97.4,114,100,442,7.5,114,114,83.33333333,81.57894737,442,1.6,101,99,229,60
06980000_2016,2016,698,6980000,Manchester Essex,115,97.4,Null,Null,114,100,436,9.6,Null,Null,Null,Null,436,0,111,96.4,225,56
07000000_2011,2011,700,7000000,Marthas Vineyard,174,92.5,174,93.1,Null,Null,Null,Null,163,163,61.96319018,55.21472393,Null,Null,Null,Null,Null,Null
07000000_2012,2012,700,7000000,Marthas Vineyard,170,91.2,170,92.9,155,100,693,13,155,155,58.70967742,50.96774194,Null,Null,174,85.6,335,31
07000000_2013,2013,700,7000000,Marthas Vineyard,192,94.3,192,94.3,181,100,712,11.8,181,181,75.13812155,65.74585635,707,6.4,173,73.4,345,28
07000000_2014,2014,700,7000000,Marthas Vineyard,163,92.6,163,92.6,154,100,714,16,154,154,66.88311688,53.8961039,711,8.4,191,83.8,330,28
07000000_2015,2015,700,7000000,Marthas Vineyard,167,95.2,167,95.2,160,100,691,11,160,160,63.75,53.125,701,5.1,173,87.3,323,26
07000000_2016,2016,700,7000000,Marthas Vineyard,173,90.2,Null,Null,157,100,671,15.1,Null,Null,Null,Null,680,1.9,155,85.8,339,31
07050000_2011,2011,705,7050000,Masconomet,338,99.1,338,99.4,Null,Null,Null,Null,337,337,76.2611276,72.10682493,Null,Null,Null,Null,Null,Null
07050000_2012,2012,705,7050000,Masconomet,336,97,336,97.6,328,100,1341,3.4,328,328,82.01219512,77.13414634,Null,Null,332,86.7,634,45
07050000_2013,2013,705,7050000,Masconomet,311,98.1,311,98.1,308,100,1385,5.6,306,306,80.06535948,75.81699346,1366,1.1,364,96.2,658,44
07050000_2014,2014,705,7050000,Masconomet,346,98.8,346,98.8,218,63.4,1408,6.2,343,343,83.09037901,78.71720117,1389,0.5,332,97,674,46
07050000_2015,2015,705,7050000,Masconomet,330,97,330,97,210,65.8,1324,6.6,319,319,85.26645768,81.19122257,1327,0.4,298,93,694,44
07050000_2016,2016,705,7050000,Masconomet,368,96.5,Null,Null,228,63.3,1282,8,Null,Null,Null,Null,1286,0.2,287,98.3,706,50
07100000_2011,2011,710,7100000,Mendon-Upton,199,93,199,94.5,Null,Null,Null,Null,186,186,76.88172043,73.11827957,Null,Null,Null,Null,Null,Null
07100000_2012,2012,710,7100000,Mendon-Upton,182,94,182,94.5,99,56.9,754,12.3,174,174,77.01149425,71.83908046,Null,Null,177,93.8,361,43
07100000_2013,2013,710,7100000,Mendon-Upton,189,95.8,189,95.8,121,65.4,746,13.7,185,185,76.21621622,71.35135135,741,8.2,172,94.2,370,48
07100000_2014,2014,710,7100000,Mendon-Upton,184,95.7,184,95.7,128,72.7,677,13.7,176,176,75.56818182,69.31818182,675,6.4,132,91.7,346,55
07100000_2015,2015,710,7100000,Mendon-Upton,182,91.2,182,91.2,72,43.4,636,13.2,166,166,78.91566265,72.89156627,641,3.6,154,91.6,342,50
07100000_2016,2016,710,7100000,Mendon-Upton,168,93.5,Null,Null,83,52.5,623,13.8,Null,Null,Null,Null,632,3.2,163,95.1,295,51
07120000_2013,2013,712,7120000,Monomoy,147,91.8,147,91.8,102,75.6,492,20.7,135,135,66.66666667,57.03703704,493,8.3,117,83.8,256,30
07120000_2014,2014,712,7120000,Monomoy,107,92.5,107,92.5,69,69.7,453,17.4,99,99,72.72727273,62.62626263,451,6.2,116,77.6,205,29
07120000_2015,2015,712,7120000,Monomoy,104,82.7,104,82.7,55,64.7,474,21.3,85,85,71.76470588,61.17647059,487,7.2,128,82,215,37
07120000_2016,2016,712,7120000,Monomoy,118,86.4,Null,Null,101,92.7,472,30.3,Null,Null,Null,Null,491,6.9,113,85.8,235,38
07150000_2011,2011,715,7150000,Mount Greylock,80,93.8,80,95,Null,Null,Null,Null,79,79,84.81012658,75.94936709,Null,Null,Null,Null,Null,Null
07150000_2012,2012,715,7150000,Mount Greylock,110,94.5,110,95.5,106,100,412,14.3,106,106,66.98113208,61.32075472,Null,Null,88,90.9,196,39
07150000_2013,2013,715,7150000,Mount Greylock,90,91.1,90,91.1,14,17.3,391,16.1,81,81,81.48148148,69.13580247,393,2.3,91,86.8,199,42
07150000_2014,2014,715,7150000,Mount Greylock,113,100,113,100,31,27,394,13.2,115,115,80,73.04347826,394,3.8,84,88.1,209,50
07150000_2015,2015,715,7150000,Mount Greylock,93,94.6,93,94.6,25,29.1,348,12.6,85,85,80,74.11764706,351,3.1,90,83.3,169,54
07150000_2016,2016,715,7150000,Mount Greylock,81,92.6,Null,Null,27,34.6,355,21.4,Null,Null,Null,Null,358,3.6,95,90.5,173,52
07170000_2011,2011,717,7170000,Mohawk Trail,88,76.1,88,77.3,Null,Null,Null,Null,67,67,68.65671642,50.74626866,Null,Null,Null,Null,Null,Null
07170000_2012,2012,717,7170000,Mohawk Trail,94,77.7,94,83,63,84,368,26.1,75,75,68,54.66666667,Null,Null,92,87,176,18
07170000_2013,2013,717,7170000,Mohawk Trail,90,85.6,90,85.6,66,80.5,354,19.8,82,82,63.41463415,56.09756098,352,6.8,84,89.3,161,22
07170000_2014,2014,717,7170000,Mohawk Trail,75,89.3,75,89.3,66,100,330,18.8,65,65,66.15384615,52.30769231,329,5.5,62,77.4,170,14
07170000_2015,2015,717,7170000,Mohawk Trail,90,90,90,90,83,100,302,17.2,83,83,75.90361446,65.06024096,306,1,67,95.5,164,35
07170000_2016,2016,717,7170000,Mohawk Trail,83,81.9,Null,Null,71,100,293,20.1,Null,Null,Null,Null,297,2.7,75,86.7,142,36
07200000_2011,2011,720,7200000,Narragansett,105,89.5,105,89.5,Null,Null,Null,Null,95,95,53.68421053,45.26315789,Null,Null,Null,Null,Null,Null
07200000_2012,2012,720,7200000,Narragansett,118,87.3,118,88.1,103,100,465,14.2,103,103,59.22330097,51.45631068,Null,Null,99,83.8,230,35
07200000_2013,2013,720,7200000,Narragansett,123,92.7,123,92.7,114,100,453,13.2,114,114,65.78947368,58.77192982,445,2.7,112,70.5,209,43
07200000_2014,2014,720,7200000,Narragansett,88,97.7,88,97.7,1,1.2,417,15.1,84,84,69.04761905,61.9047619,404,2,95,76.8,183,32
07200000_2015,2015,720,7200000,Narragansett,96,92.7,96,92.7,92,100,398,15.6,92,92,63.04347826,55.43478261,401,4.2,101,85.1,192,42
07200000_2016,2016,720,7200000,Narragansett,100,84,Null,Null,87,100,401,14.2,Null,Null,Null,Null,401,4.2,102,84.3,179,34
07250000_2011,2011,725,7250000,Nashoba,226,93.8,226,94.7,Null,Null,Null,Null,215,215,83.72093023,78.13953488,Null,Null,Null,Null,Null,Null
07250000_2012,2012,725,7250000,Nashoba,246,94.3,246,95.1,233,98.7,1031,7.2,236,236,82.62711864,77.11864407,Null,Null,262,85.9,495,44
07250000_2013,2013,725,7250000,Nashoba,247,95.5,247,95.5,236,100,1033,8.4,236,236,80.93220339,74.15254237,1036,4.3,267,86.1,483,46
07250000_2014,2014,725,7250000,Nashoba,234,95.7,234,95.7,223,100,1055,7.1,223,223,82.95964126,78.47533632,1052,2.9,260,94.6,494,54
07250000_2015,2015,725,7250000,Nashoba,260,95.4,260,95.4,250,100,1087,8.8,250,250,82.8,78,1098,1.4,276,95.7,530,45
07250000_2016,2016,725,7250000,Nashoba,276,94.2,Null,Null,261,99.6,1064,10.7,Null,Null,Null,Null,1077,1.4,252,96.8,524,49
07300000_2011,2011,730,7300000,Northboro-Southboro,359,95,359,96.9,Null,Null,Null,Null,344,344,84.88372093,78.19767442,Null,Null,Null,Null,Null,Null
07300000_2012,2012,730,7300000,Northboro-Southboro,349,95.4,349,96,0,0,1451,9.8,340,340,81.47058824,75.58823529,Null,Null,347,98.3,711,47
07300000_2013,2013,730,7300000,Northboro-Southboro,364,98.6,364,98.6,0,0,1496,9,355,355,85.07042254,81.12676056,1502,3,372,97.8,744,42
07300000_2014,2014,730,7300000,Northboro-Southboro,384,97.4,384,97.4,0,0,1495,8,378,378,86.50793651,82.8042328,1500,2.3,351,100,742,45
07300000_2015,2015,730,7300000,Northboro-Southboro,349,98.9,349,98.9,0,0,1451,8.2,350,350,90.28571429,87.71428571,1469,1.2,355,98.3,725,50
07300000_2016,2016,730,7300000,Northboro-Southboro,376,95.7,Null,Null,155,43.1,1460,9.3,Null,Null,Null,Null,1466,2.5,373,97.3,726,50
07350000_2011,2011,735,7350000,North Middlesex,301,91,301,91.7,Null,Null,Null,Null,278,278,70.14388489,62.58992806,Null,Null,Null,Null,Null,Null
07350000_2012,2012,735,7350000,North Middlesex,288,91.7,288,92,266,100,1119,17.4,266,266,70.30075188,63.53383459,Null,Null,273,73.6,555,26
07350000_2013,2013,735,7350000,North Middlesex,278,93.2,278,93.2,261,100,1038,10.5,261,261,73.18007663,65.51724138,1022,3.8,241,85.5,504,34
07350000_2014,2014,735,7350000,North Middlesex,247,93.9,247,93.9,234,100,988,11.9,234,234,76.06837607,70.94017094,984,4.7,230,81.3,485,31
07350000_2015,2015,735,7350000,North Middlesex,235,94.5,235,94.5,220,99.1,916,15.8,222,222,75.22522523,67.56756757,925,3.1,202,80.2,477,41
07350000_2016,2016,735,7350000,North Middlesex,250,92.8,Null,Null,233,100,855,15.3,Null,Null,Null,Null,865,4,186,90.9,456,51
07400000_2011,2011,740,7400000,Old Rochester,195,92.8,195,93.8,Null,Null,Null,Null,183,183,81.96721311,73.7704918,Null,Null,Null,Null,Null,Null
07400000_2012,2012,740,7400000,Old Rochester,186,96.2,186,96.8,99,54.4,717,12.4,182,182,80.21978022,73.62637363,Null,Null,177,89.8,360,27
07400000_2013,2013,740,7400000,Old Rochester,171,95.3,171,95.3,89,55.6,725,14.1,160,160,87.5,80.625,725,2.3,186,90.9,340,34
07400000_2014,2014,740,7400000,Old Rochester,166,94.6,166,94.6,100,62.9,745,12.9,158,158,80.37974684,75.3164557,745,2.3,186,82.3,344,35
07400000_2015,2015,740,7400000,Old Rochester,184,97.8,184,97.8,69,38.1,805,13.3,181,181,83.42541436,79.55801105,805,1.1,215,89.3,387,34
07400000_2016,2016,740,7400000,Old Rochester,191,94.8,Null,Null,157,86.3,793,11.1,Null,Null,Null,Null,793,0.5,186,95.2,380,45
07450000_2011,2011,745,7450000,Pentucket,229,91.3,229,92.1,Null,Null,Null,Null,211,211,78.19905213,70.61611374,Null,Null,Null,Null,Null,Null
07450000_2012,2012,745,7450000,Pentucket,189,92.6,189,95.2,114,64.4,827,14,177,177,77.96610169,70.62146893,Null,Null,222,86,380,35
07450000_2013,2013,745,7450000,Pentucket,199,92,199,92,109,58.6,814,12.3,186,186,81.1827957,74.7311828,805,1.9,190,85.3,388,41
07450000_2014,2014,745,7450000,Pentucket,194,92.8,194,92.8,145,78,812,12.3,185,185,85.40540541,78.91891892,799,0,198,92.4,401,43
07450000_2015,2015,745,7450000,Pentucket,206,96.6,206,96.6,160,80.8,774,15.6,197,197,73.0964467,68.52791878,780,1.7,192,93.2,381,45
07450000_2016,2016,745,7450000,Pentucket,189,90.5,Null,Null,154,89,720,13.3,Null,Null,Null,Null,724,1.7,159,95.6,365,46
07500000_2011,2011,750,7500000,Pioneer Valley,74,81.1,74,83.8,Null,Null,Null,Null,63,63,60.31746032,53.96825397,Null,Null,Null,Null,Null,Null
07500000_2012,2012,750,7500000,Pioneer Valley,78,89.7,78,89.7,20,28.2,358,9.8,71,71,60.56338028,49.29577465,Null,Null,94,90.4,162,16
07500000_2013,2013,750,7500000,Pioneer Valley,88,88.6,88,88.6,33,42.3,336,11,78,78,67.94871795,61.53846154,330,4.5,75,88,163,26
07500000_2014,2014,750,7500000,Pioneer Valley,84,91.7,84,91.7,28,36.8,321,10,76,76,72.36842105,57.89473684,316,3.5,78,96.2,160,38
07500000_2015,2015,750,7500000,Pioneer Valley,85,91.8,85,91.8,32,40.5,312,9,79,79,59.49367089,53.16455696,312,4.5,74,91.9,158,33
07500000_2016,2016,750,7500000,Pioneer Valley,62,96.8,Null,Null,29,47.5,268,7.5,Null,Null,Null,Null,268,2.2,57,93,135,36
07530000_2011,2011,753,7530000,Quabbin,248,89.1,248,91.1,Null,Null,Null,Null,226,226,66.37168142,59.73451327,Null,Null,Null,Null,Null,Null
07530000_2012,2012,753,7530000,Quabbin,232,88.4,232,90.9,212,100,899,27.1,212,212,66.98113208,58.96226415,Null,Null,201,79.1,445,23
07530000_2013,2013,753,7530000,Quabbin,212,90.1,212,90.1,195,100,855,24.7,195,195,70.25641026,60.51282051,844,7.1,209,87.1,392,18
07530000_2014,2014,753,7530000,Quabbin,206,87.4,206,87.4,174,100,849,24.7,174,174,63.79310345,51.72413793,839,9.8,195,79.5,399,35
07530000_2015,2015,753,7530000,Quabbin,202,86.6,202,86.6,183,100,848,25.6,183,183,69.94535519,63.93442623,854,6.9,206,77.2,427,85
07530000_2016,2016,753,7530000,Quabbin,204,85.8,Null,Null,181,100,767,27.2,Null,Null,Null,Null,776,5.2,171,74.3,374,96
07550000_2011,2011,755,7550000,Ralph C Mahar,169,62.1,169,72.2,Null,Null,Null,Null,116,116,63.79310345,50,Null,Null,Null,Null,Null,Null
07550000_2012,2012,755,7550000,Ralph C Mahar,166,72.3,166,77.1,143,100,631,11.4,143,143,60.83916084,45.45454545,Null,Null,139,69.1,309,14
07550000_2013,2013,755,7550000,Ralph C Mahar,174,77,174,77,89,62.2,614,9,143,143,60.13986014,51.04895105,622,7.6,137,70.8,316,15
07550000_2014,2014,755,7550000,Ralph C Mahar,187,75.4,187,75.4,94,66.2,588,10.7,142,142,59.15492958,45.07042254,576,9,120,70.8,313,12
07550000_2015,2015,755,7550000,Ralph C Mahar,162,83.3,162,83.3,95,71.4,596,8.2,133,133,67.66917293,53.38345865,598,3.8,137,75.9,330,13
07550000_2016,2016,755,7550000,Ralph C Mahar,186,79,Null,Null,105,59.7,600,7.7,Null,Null,Null,Null,601,2.7,138,78.3,327,14
07600000_2011,2011,760,7600000,Silver Lake,288,96.9,288,97.2,Null,Null,Null,Null,282,282,76.59574468,63.82978723,Null,Null,Null,Null,Null,Null
07600000_2012,2012,760,7600000,Silver Lake,266,98.1,266,98.1,147,56.1,1232,10.6,262,262,69.84732824,62.97709924,Null,Null,301,80.7,602,32
07600000_2013,2013,760,7600000,Silver Lake,303,98,303,98,200,67.6,1251,11.9,296,296,76.01351351,67.90540541,1252,4.1,312,79.5,612,32
07600000_2014,2014,760,7600000,Silver Lake,280,98.2,280,98.2,173,62.7,1210,10.7,276,276,70.65217391,65.57971014,1210,5.8,300,80,594,34
07600000_2015,2015,760,7600000,Silver Lake,280,98.2,280,98.2,191,69.2,1236,10.1,275,275,71.27272727,65.81818182,1238,3.2,329,87.8,592,40
07600000_2016,2016,760,7600000,Silver Lake,289,97.9,Null,Null,261,90.9,1216,10.4,Null,Null,Null,Null,1216,3,276,84.8,596,39
07630000_2012,2012,763,7630000,Somerset Berkley,215,96.7,215,96.7,145,69.7,1014,22,208,208,82.69230769,74.51923077,Null,Null,227,87.2,479,32
07630000_2013,2013,763,7630000,Somerset Berkley,247,95.5,247,95.5,180,76.3,1018,23.9,236,236,77.11864407,71.61016949,1003,3.8,227,85.5,509,31
07630000_2014,2014,763,7630000,Somerset Berkley,238,94.5,238,94.5,173,77.6,998,19.5,223,223,77.13004484,70.85201794,979,2.2,245,83.3,484,35
07630000_2015,2015,763,7630000,Somerset Berkley,225,96,225,96,171,78.4,954,25.1,218,218,82.11009174,70.64220183,956,4.8,212,85.8,471,32
07630000_2016,2016,763,7630000,Somerset Berkley,240,95.8,Null,Null,167,72.6,985,17.6,Null,Null,Null,Null,988,3,263,83.3,502,31
07650000_2011,2011,765,7650000,Southern Berkshire,64,78.1,64,79.7,Null,Null,Null,Null,49,49,61.2244898,53.06122449,Null,Null,Null,Null,Null,Null
07650000_2012,2012,765,7650000,Southern Berkshire,74,89.2,74,90.5,68,100,250,19.6,68,68,50,42.64705882,Null,Null,65,90.8,119,14
07650000_2013,2013,765,7650000,Southern Berkshire,49,87.8,49,87.8,44,100,236,15.7,44,44,65.90909091,52.27272727,235,0,63,81,97,11
07650000_2014,2014,765,7650000,Southern Berkshire,53,90.6,53,90.6,49,100,232,18.5,49,49,53.06122449,44.89795918,232,0,48,89.6,107,22
07650000_2015,2015,765,7650000,Southern Berkshire,62,91.9,62,91.9,57,100,226,13.3,57,57,70.1754386,57.89473684,228,0,51,80.4,117,29
07650000_2016,2016,765,7650000,Southern Berkshire,59,94.9,Null,Null,57,100,210,19,Null,Null,Null,Null,212,0,47,74.5,111,30
07660000_2011,2011,766,7660000,Southwick-Tolland-Granville,135,90.4,135,91.1,Null,Null,Null,Null,127,127,72.44094488,62.20472441,Null,Null,Null,Null,Null,Null
07660000_2012,2012,766,7660000,Southwick-Tolland-Granville,162,85.2,162,86.4,41,29.1,563,13.5,141,141,72.34042553,61.70212766,Null,Null,129,87.6,282,32
07660000_2013,2013,766,7660000,Southwick-Tolland-Granville,139,88.5,139,88.5,85,68.5,558,12.2,124,124,75.80645161,68.5483871,546,4,158,89.2,251,32
07660000_2014,2014,766,7660000,Southwick-Tolland-Granville,122,88.5,122,88.5,64,58.7,561,12.1,109,109,72.47706422,68.80733945,554,6.3,130,93.8,247,35
07660000_2015,2015,766,7660000,Southwick-Tolland-Granville,126,93.7,126,93.7,83,70.3,543,10.3,118,118,75.42372881,66.10169492,549,1.3,128,90.6,282,40
07660000_2016,2016,766,7660000,Southwick-Tolland-Granville,164,90.9,Null,Null,152,100,550,12.9,Null,Null,Null,Null,553,2.2,127,96.1,287,31
